-5.8404,12.526
3.0634,-7.81
1.8085,-5.9061
-1.6188,6.0487
-1,-1
1,1
-1,-1
-5.4492,11.761
-4.2783,7.7602
-5.4688,7.9237
-1,-1
1,1
10.213,-14.011
1,1
1,1
5.2379,-21.195
1,1
1,1
-2.2836,6.8129
8.6929,-297.38
-284.48,5980.9
1,1
-1,-1
1,1
1.239,-1.2521
-1,-1
-1,-1
1.3582,-1.1018
-1,-1
-1.41,1.261
-1.3139,1.4303
1.1751,-1.714
1,1
-1.008,2.532
-1.0048,2.9147
-1.0394,3.2417
1,1
-1.0826,3.895
-1.0541,4.4733
-1.018,5.7866
-1,-1
-1,-1
1.8452,-163.47
-1.7577,18.667
1.3361,-4.0558
1,1
-1.2716,1.1387
1.3065,-1.007
1,1
-1.4745,1.2902
-1.6355,1.5258
-1.8916,1.7854
-2.1949,2.0622
-1,-1
-1.4709,2.1929
1.1787,-2.404
-1,-1
1.0977,-4.0437
1.1626,-5.6346
1,1
1,1
1.4888,-12.353
-1.5344,16.186
1.5265,-20.896
1,1
1,1
-1.1429,2.9111
-1,-1
1,1
1,1
-1,-1
-1,-1
-1,-1
1,1
-1,-1
-1,-1
-1.3752,2.5768
1,1
-1.0781,2.7855
1.0351,-3.2322
1,1
-1,-1
1,1
1,1
-1,-1
-1,-1
-1.4817,1.3625
-1,-1
1,1
-1.3422,2.1689
1,1
-1,-1
-1,-1
1.1161,-3.4006
-1.1598,3.8973
1,1
-1,-1
1.2009,-6.8604
1,1
1.2704,-8.5805
-1,-1
-1.7239,5.787
-1,-1
-1.8623,3.0153
1.6852,-2.1774
1.503,-1.6422
1,1
1.315,-1.2199
1,1
-1.3777,1.6751
1,1
1.5261,-3.1455
1,1
1.4319,-4.5777
-1.2861,4.6712
1,1
1.0524,-4.0898
1.027,-3.909
1,1
1.1848,-4.461
-1,-1
1,1
-1,-1
-1,-1
1,1
1,1
1,1
-1,-1
-1.4282,1.2757
-1.3211,1.2271
-1,-1
1.1882,-1.6238
1,1
-1,-1
-1.3728,3.6054
-1,-1
1.4316,-5.7596
-1,-1
-1.2086,6.8121
-1,-1
-1,-1
-1,-1
-1,-1
1,1
-1.9179,4.4929
1.9712,-4.0508
1,1
-1,-1
-1.2431,4.0955
1.2908,-4.4619
1,1
-1.3259,4.7907
1,1
1,1
5.8747,-14.115
1,1
1,1
2.7347,-9.5343
-1,-1
23.387,-71.104
1,1
-1,-1
1.6089,-3.9744
-1,-1
-1.1585,2.9115
-1.094,2.7526
-1.0895,2.7292
-1,-1
1.2698,-3.2934
1,1
2.381,-7.4981
-1,-1
5.6035,-22.113
3.1061,-11.67
-5.0068,15.07
18.036,-41.05
1,1
2.1413,-5.1551
1,1
1,1
1,1
-1,-1
-1,-1
1.6839,-7.1907
1.3131,-5.0718
1.1329,-3.9575
-1.0486,3.3165
-1,-1
1,1
1.0098,-2.4372
1,1
-1.1077,2.5826
-1,-1
1,1
1,1
-1,-1
1.514,-3.391
1.7578,-4.0668
2.9573,-7.0504
1,1
1,1
-2.7163,6.1189
-1,-1
-1,-1
1,1
-1,-1
-1,-1
-1,-1
1,1
-1.0687,3.667
1.1242,-3.6805
-1,-1
3.0787,-4.7636
3.4615,-4.9349
3.9291,-5.2338
-1,-1
-1,-1
-1,-1
4.0566,-4.1901
-1,-1
2.9564,-3.2913
-2.6784,3.301
2.616,-3.7037
-1,-1
3.5554,-7.1353
-5.8306,14.227
1,1
1,1
17.911,-82.181
-6.3886,31.769
-2.0615,8.931
-1.543,4.6826
-1,-1
-2.2077,2.543
-2.9066,2.3208
-3.7188,2.581
-1,-1
1,1
1,1
7.0018,-10.217
5.6868,-9.4037
4.4569,-7.7895
-1,-1
-1,-1
1,1
2.498,-4.1447
2.4839,-4.2888
2.7051,-5.1458
1,1
-5.6096,15.494
-1,-1
-144.66,638.88
-1,-1
2.2379,-8.1869
-1.787,4.4403
2.0424,-3.2656
-1,-1
-1,-1
1,1
-1,-1
-1,-1
-1,-1
1,1
4.0596,-6.7871
-4.225,8.5527
-1,-1
-5.0145,12.359
-1,-1
-4.5568,12.192
-1,-1
-2.9947,8.7445
-1,-1
-2.2528,6.4396
-2.2701,5.7552
2.4714,-5.235
1,1
-4.9408,5.1709
-2.7754,3.5168
-1,-1
-2.6736,8.3425
1,1
1.741,-22.452
-1,-1
3.8684,-35.37
-6.2969,28.99
3.1152,-7.2138
-3.2644,3.8527
-5.7308,3.2414
16.095,-4.5037
1,1
4.915,-2.0099
1,1
3.18,-1.9773
-1,-1
4.3344,-3.7332
-1,-1
-14.69,20.244
4.2478,-7.3414
1,1
-1,-1
3.2864,-13.687
1,1
-5.3208,34.021
-4.1094,29.389
1,1
-1,-1
-1,-1
10.059,-30.232
1,1
-29.124,24.967
16.097,-5.6235
-1,-1
-1,-1
-1,-1
6.6626,-2.7237
-1,-1
3.0397,-2.2766
2.5807,-2.4203
2.4455,-3.0134
2.6699,-4.7974
3.866,-11.329
-65.382,340.78
2.3357,-22.384
-1,-1
-3.4759,33.706
1,1
2.2426,-5.6225
-1,-1
2.4638,-3.47
3.2316,-3.8333
1,1
1,1
1,1
1,1
-29.945,9.7751
-14.586,4.9397
1,1
-1,-1
16.997,-11.743
-11.604,2.434
1,1
-90.887,20.724
-18.051,5.0441
9.5087,-2.9154
1,1
-1,-1
-10.515,2.0259
-13.973,2.0001
19.699,-2.0285
1,1
-23.885,1.688
13.894,-1.3009
1,1
1,1
3.7663,-1.0403
-1,-1
1,1
1,1
-36.225,13.094
8.8199,-3.1456
-6.9998,2.1671
-1,-1
-1,-1
14.57,-3.3596
202.56,-54.948
-1,-1
8.1026,-2.9469
-8.1394,2.6105
-1,-1
1,1
15.872,-1.7968
1,1
1,1
1,1
1,1
-6.4388,1.1909
5.1672,-1.2819
1,1
-5.3751,1.51
-7.7936,1.8688
-1,-1
186.54,-37.263
-1,-1
-17.285,4.0213
1,1
-162.89,40.32
-40.195,10.05
-20.991,5.1891
-1,-1
1,1
23.597,-4.3289
-1,-1
-22.028,3.1281
13.621,-1.966
-9.1343,1.4587
7.0414,-1.3018
-6.2092,1.3613
1,1
-1,-1
-15.855,5.7724
-1,-1
-1,-1
-12.32,3.2294
1,1
-2.5821,2.1362
2.8094,-2.4152
1,1
-2.2049,1.7765
1.672,-1.4258
1.3064,-1.2558
-1.1213,1.1874
-1.0561,1.163
1.0737,-1.1534
-1.1722,1.1426
-1,-1
1.711,-1.0908
2.0755,-1.0487
2.0973,-1.0189
-1,-1
-1,-1
1,1
1,1
1,1
-1,-1
1,1
2.1735,-2.1359
1,1
1,1
1,1
1.3381,-1.3024
-1,-1
-1.363,1.0991
-1.4884,1.1084
-1,-1
1.5473,-1.2056
-1.4151,1.2226
1,1
-1.1397,1.1421
1.1026,-1.0843
-1.1575,1.0397
-1,-1
-1,-1
-1.466,1.1286
-1.5593,1.3165
-1,-1
-1,-1
-1,-1
-3.1823,3.3416
-1,-1
1,1
1.3302,-1.5346
1,1
1,1
-1,-1
1,1
1.6395,-1.0751
-1,-1
1,1
2.5273,-1.1486
-1,-1
1,1
-1.0624,1.1024
-1.0106,1.1119
1.1251,-1.1437
1,1
-1,-1
-1.9634,1.4936
1,1
-1,-1
5.0824,-3.4451
3.5085,-2.3236
2.6315,-1.8407
1,1
-1.6082,1.3962
1,1
-1.0186,1.1455
1,1
1.4757,-1.0391
1.7521,-1.0145
-1,-1
2.1614,-1.1449
-1,-1
1,1
-2.8024,1.8678
1,1
-2.2419,2.0159
1.8713,-2.0375
-1.6237,2.1137
-1.4971,2.2624
-1,-1
1.5943,-2.5676
1.7709,-2.4439
-1,-1
-1.7845,1.8822
-1,-1
1,1
1.3999,-1.3478
1.3035,-1.2007
1,1
-1,-1
-1,-1
-1,-1
1,1
-1,-1
1.6998,-2.1625
-1,-1
-1,-1
1,1
-1,-1
4.3088,-3.2283
-3.5321,2.5613
-2.787,2.1307
2.2422,-1.8894
1,1
-1.3998,1.601
-1,-1
1,1
1.1625,-1.3646
-1,-1
-1,-1
2.0613,-1.1273
-2.2888,1.0284
1,1
-1,-1
1,1
1.7486,-1.4516
-1.5185,1.7234
1.3606,-2.0904
1.2868,-2.5939
-1,-1
-1,-1
15.193,-1.4034
8.8561,-1.0818
-1,-1
-4.8222,1.009
1,1
-3.4526,1.0852
3.1731,-1.1219
3.1105,-1.1555
3.2802,-1.1945
-3.7941,1.2524
5.1013,-1.3599
9.5899,-1.6619
1,1
43.147,-1.2046
-1,-1
-12.838,1.3382
1,1
1,1
9.0504,-1.0757
10.729,-1.1993
-13.131,1.4352
-14.929,1.6606
-14.198,1.6489
-1,-1
-9.2079,1.236
-7.5504,1.1081
6.5549,-1.0462
1,1
-1,-1
-4.8565,1.0572
1,1
-3.5311,1.1108
3.2701,-1.1558
-3.5739,1.2416
-5.3085,1.4586
-1,-1
-43.218,3.3317
-1,-1
1,1
1,1
-13.799,1.3719
1,1
-1,-1
-5.9536,1.0227
1,1
1,1
-1,-1
4.4152,-1.2152
4.4404,-1.204
1,1
-1,-1
9.4036,-1.2496
1,1
-1,-1
-1,-1
-1,-1
1,1
5.5189,-1.1811
9.4695,-1.4664
-1,-1
113.84,-8.3651
1,1
1,1
1,1
-1,-1
-1,-1
1,1
-1,-1
-1,-1
-1,-1
1,1
-1,-1
1,1
-1,-1
9.8921,-4.5204
1,1
81.406,-35.743
1,1
6.6957,-1.4691
-3.9858,1.1137
1,1
-2.6079,1.1508
-2.798,1.248
-3.2287,1.379
1,1
4.5529,-1.7201
5.2702,-1.945
1,1
-1,-1
-234.82,160.65
-4.6734,4.9078
3.7073,-4.248
8.966,-7.7797
-1,-1
1,1
-1,-1
-4.5795,1.6902
4.3147,-1.4732
1,1
-5.2969,1.5341
1,1
-6.1295,1.4924
1,1
-1,-1
-3.1318,1.2844
1,1
1,1
-3.9545,2.015
-1,-1
6.7288,-3.5419
-8.7781,4.5401
1,1
-1,-1
1,1
1,1
6.9474,-5.728
8.7142,-6.3393
-1,-1
-9.5518,3.2732
-1,-1
-1,-1
1,1
1,1
1,1
-4.1969,1.3857
4.6125,-1.4722
-1,-1
-1,-1
-1,-1
1,1
-1,-1
1.0335,-1.2844
-1,-1
1.0371,-1.4938
-1,-1
-1,-1
-1,-1
-1,-1
1,1
1.1433,-1.0815
1,1
1,1
-1.0325,1.0004
1,1
1.0051,-1.0412
-1.0005,1.1259
1,1
1.0089,-1.5012
-1,-1
-1,-1
-1.0357,1.9707
1,1
1,1
-1.0377,1.7895
-1.0351,1.6064
-1.0384,1.3624
1,1
-1.0709,1.038
-1.1047,1.0283
1.1516,-1.0442
1.2051,-1.0558
1.2383,-1.0582
1.2119,-1.0551
-1.1391,1.0516
1.0728,-1.0499
1,1
-1,-1
-1,-1
-1,-1
1.0433,-1.119
-1,-1
1.0426,-1.4892
1.04,-1.8348
1.0384,-2.1628
1.0385,-2.3111
-1,-1
1,1
1,1
1.0704,-1.458
-1.0809,1.2302
1,1
-1.1,1.0211
1.1124,-1.001
1.1242,-1.005
-1.1268,1.0255
-1,-1
-1,-1
-1.0361,1.2103
-1,-1
-1.0192,1.3384
1,1
-1,-1
-1,-1
1.3356,-3.8661
1,1
-1,-1
-9.4232,10.72
6.2904,-6.1953
-5.5137,4.7426
1,1
-5.9002,3.9109
-1,-1
-1,-1
7.3193,-3.9967
-4.1775,2.7473
-2.3712,1.9804
-1,-1
-1,-1
1,1
-1,-1
-1,-1
3.7687,-3.7914
-1,-1
1,1
1.2482,-4.2104
3.9753,-7.8445
1,1
1,1
1,1
-3.2351,1.5735
1,1
-3.88,1.7846
1,1
5.788,-2.3602
-1,-1
1,1
1.8227,-1.4802
1,1
-1.4363,1.4037
1.7998,-1.505
-2.2287,1.7269
-2.9401,2.3516
1,1
15.419,-22.655
1.9222,-5.0113
1.0495,-4.0843
-1.4371,4.8658
-3.8715,8.6954
325.16,-493.8
-1,-1
-5.3666,4.6207
4.7311,-3.3185
1,1
4.8273,-2.4348
-1,-1
1,1
1,1
-4.2943,1.118
-1,-1
1.0322,-1.006
-1.2645,1.0028
-1,-1
-1.9953,1.0015
1,1
-2.5165,1.1196
-3.3882,2.0432
-1.4694,1.6836
1.4709,-1.6298
1.4582,-1.5615
-1.4564,1.5043
1.4806,-1.49
1,1
-1.6731,1.7136
1.8945,-1.9486
-2.2607,2.2199
2.8451,-2.5134
-3.6594,2.8218
-4.3724,3.0292
-4.3749,2.9486
1,1
2.912,-2.3364
-2.2402,2.0957
-1,-1
-1,-1
-1,-1
1,1
-1,-1
-1.3051,1.5575
-1.5004,1.5274
-1,-1
-1.9568,1.5315
-2.1859,1.568
-1,-1
1,1
1,1
-3.1922,2.9003
3.2374,-3.1888
-1,-1
2.5903,-2.5352
-2.2615,2.1783
1,1
-1,-1
-1.512,1.6813
-1,-1
-1.1478,1.6341
-1.0551,1.6612
1,1
-1.0114,1.7397
1,1
1,1
1,1
1.2547,-1.4053
-1,-1
-1,-1
-2.0838,1.6088
-2.9193,1.9826
4.4416,-2.7972
-1,-1
7.4884,-5.0703
6.2489,-4.5618
4.6153,-3.6116
-3.425,2.8629
1,1
1,1
-1.6114,1.754
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
1.3398,-1.4453
-1.2271,1.4586
-1,-1
1,1
-1.2455,1.5506
1,1
1.3852,-1.5557
1.4255,-1.4233
1.4003,-1.2439
-1,-1
1.1644,-1.0622
1,1
-1.2161,1.0511
-1,-1
1,1
-1.4211,1.171
1.5125,-1.2541
-1,-1
1.8733,-1.4895
-2.2271,1.6327
-1,-1
-2.7173,1.7382
2.173,-1.5541
-1.5883,1.3712
1,1
-1,-1
-1,-1
-1.021,1.2035
1,1
-1.0586,1.1751
1,1
-1.0712,1.0885
-1,-1
1.0004,-1.0459
1,1
1,1
-1.348,1.1274
-1,-1
-1.523,1.2933
1.5707,-1.4123
1,1
1.643,-1.6611
-1,-1
1,1
1,1
-1,-1
-1.8912,1.7108
1,1
1,1
-1,-1
-1,-1
1,1
-1.0363,1.0169
-1.0739,1.0106
-1.1181,1.0107
-1,-1
-1.2151,1.0394
1,1
1,1
1,1
1.8833,-1.274
1.967,-1.3586
1.8006,-1.4112
-1.5417,1.4336
1,1
-1,-1
