-0.46429+0.20044i,0,0,0.11356+0.10738i,0,-0.13102-0.085408i,0.028002+0.13473i,0,-0.001751+0.0079746i,0.37327+0.50638i,0,0,0.09447-0.21804i,0,0.062945-0.077806i,0.11144-0.035875i,0,-0.032357-0.038356i,0.20676+0.24551i,0,0,-0.16555+0.21271i,0,-0.0074554-0.086056i,-0.026083-0.019587i,0,0.051479-0.02349i,0.30404+0.16709i,0,0,-0.067568+0.23922i,0,0.0050274+0.020684i,-0.14377+0.021495i,0,0.036234-0.020618i
-1.2777-0.33999i,0,0,-0.43611+0.35228i,0,0.064637+0.046067i,-0.065339-0.013219i,0,0.018742-0.044548i,-0.41638-1.3349i,0,0,-0.16759-0.40325i,0,-0.016032+0.023184i,-0.003499+0.063858i,0,0.065314+0.057043i,-0.78863-1.5109i,0,0,-0.26368+0.13045i,0,-0.048278-0.096186i,0.040935-0.13169i,0,-0.027638+0.02494i,-0.8119+0.73656i,0,0,0.12963-0.021882i,0,0.083822-0.053044i,0.021382+0.060025i,0,-0.003576+0.010451i
0.41655-0.54452i,0,0,0.136+0.057981i,0,-0.040639+0.043344i,-0.037612-0.041013i,0,0.038865-0.045858i,-0.74407-0.41709i,0,0,-0.34082-0.22319i,0,0.11866-0.12778i,-0.067473-0.11505i,0,0.03326-0.020025i,-1.6014-0.3964i,0,0,-0.19442-0.13518i,0,-0.030241+0.081659i,-0.02751-0.043216i,0,0.022793+0.046044i,-0.061423-0.32484i,0,0,-0.17112-0.11768i,0,0.16477-0.055942i,-0.066658+0.11226i,0,0.034225+0.011603i
-0.051673+0.20037i,0,0,0.16895-0.10105i,0,0.077835+0.0027024i,0.017823-0.032149i,0,-0.0084797+0.0077472i,1.0716+0.41309i,0,0,0.42994+0.032938i,0,0.083162-0.056937i,-0.031578+0.03502i,0,0.062006-0.061337i,0.25252+0.40466i,0,0,-0.20287-0.75745i,0,0.14109+0.14121i,-0.041247+0.14184i,0,0.020458-0.08258i,0.12369-1.1425i,0,0,-0.24377+0.088241i,0,-0.044682-0.029261i,-0.037456+0.040757i,0,-0.016136+0.002031i
-0.93351+0.50212i,0,0,0.024104-0.14895i,0,-0.0073621-0.063295i,0.07306-0.00046514i,0,0.062492-0.025662i,0.088481-0.11305i,0,0,0.13332+0.43964i,0,-0.0068068+0.14526i,-0.054461-0.043123i,0,0.044217-0.013262i,0.013472+0.4642i,0,0,0.16579+0.25255i,0,-0.073501+0.059845i,-0.049767-0.010192i,0,-0.054914+0.070942i,-0.12474-0.16929i,0,0,0.56457-0.34078i,0,0.069019-0.097764i,0.018427-0.01297i,0,-0.074742-0.029739i
0.77512-0.36571i,0,0,-0.4807+0.37302i,0,0.17315-0.15914i,-0.054926-0.0076878i,0,-0.017951-0.011507i,-0.60142-1.4182i,0,0,0.31479+0.13511i,0,0.025988-0.0073007i,0.0015388-0.040566i,0,0.013319+0.014135i,-0.86088+1.1497i,0,0,-0.24432-0.10539i,0,0.01851-0.12234i,0.083213+0.089501i,0,0.011726-0.050728i,-1.3549+0.21625i,0,0,0.015524+0.039759i,0,0.016468-0.16216i,0.078445-0.075307i,0,0.010355+0.02324i
0.8722-0.097646i,0,0,-0.023233-0.25359i,0,0.012521+0.044857i,0.025785+0.050753i,0,-0.02871-0.015486i,-0.49126-0.44434i,0,0,-0.38425+0.44232i,0,-0.097828-0.050462i,-0.058682-0.020572i,0,-0.028876+0.01904i,-0.26132+0.28884i,0,0,0.16905+0.0022977i,0,-0.19649-0.022724i,0.07832-0.00045145i,0,0.049414+0.00058919i,-0.52131+0.53278i,0,0,0.42808+0.083653i,0,-0.015078+0.073165i,-0.030785+0.0030537i,0,-0.037536+0.024644i
0.20739+0.59217i,0,0,0.026077-0.063245i,0,-0.022693+0.10496i,-0.14696-0.030697i,0,0.0064033-0.075997i,0.68082-0.37147i,0,0,0.11092+0.32071i,0,-0.10905-0.07149i,-0.0082118-0.0016523i,0,0.022489+0.011913i,0.73333-0.69442i,0,0,-0.1521-0.1131i,0,-0.12571-0.054171i,-0.0153-0.0050495i,0,-0.056243+0.054412i,0.54764-0.20198i,0,0,-0.034987+0.34576i,0,-0.16802+0.2202i,-0.11108-0.036813i,0,-0.022878+0.047548i
-0.78749+0.3272i,0,0,0.55985-0.17433i,0,0.15608-0.096065i,0.021277-0.028375i,0,0.026849-0.027514i,0.16316-0.016255i,0,0,-0.25338-0.023973i,0,0.042743+0.035123i,0.053065-0.036274i,0,0.02906-0.037878i,-1.0094-0.32965i,0,0,-0.22975+0.039709i,0,0.0030219+0.18494i,-0.055325+0.011372i,0,-0.042437+0.03003i,0.56157+1.3948i,0,0,-0.23522-0.25506i,0,0.00060077+0.029511i,0.061781-0.066707i,0,0.028918+0.048045i
-0.056303+0.50854i,0,0,0.31631+0.093695i,0,-0.13794-0.18421i,-0.012184-0.05566i,0,0.0002761-0.011395i,-0.72799+0.057331i,0,0,-0.23338+0.49203i,0,-0.025058-0.046534i,0.038545+0.01173i,0,0.0025781+0.024119i,0.17238+0.60694i,0,0,-0.47526-0.21904i,0,0.052857-0.11325i,0.063883-0.0042398i,0,-0.0095813-0.029949i,0.4654+0.28177i,0,0,0.18754-0.18497i,0,0.018388+0.068626i,0.10451-0.010276i,0,-0.042136+0.012387i
0.17519+0.20953i,0,0,0.26306-0.017917i,0,-0.025361+0.035837i,0.073969+0.0045019i,0,0.016824+0.034027i,0.92126-0.2928i,0,0,-0.0063613+0.2793i,0,-0.072034-0.037093i,-0.023314-0.054098i,0,-0.0051229+0.079502i,-0.69069-0.52748i,0,0,-0.0012923+0.45799i,0,-0.1806-0.049402i,-0.00046925-0.018604i,0,-0.065748+0.030961i,0.021357-1.1858i,0,0,0.13224-0.055606i,0,-0.03324+0.0088047i,0.10107-0.025727i,0,0.074977+0.024126i
0.28224+1.483i,0,0,0.31582-0.28014i,0,0.026733+0.19218i,-0.043161-0.063572i,0,-0.0020419-0.001869i,-0.60119+0.10533i,0,0,-0.2068-0.37316i,0,0.11029+0.066977i,-0.02225+0.040133i,0,0.053955-0.019515i,0.36357+0.84149i,0,0,-0.14315-0.55404i,0,-0.07319+0.13363i,0.063497+0.065589i,0,0.056574-0.070285i,-0.26365+0.85448i,0,0,0.1414+0.22131i,0,0.085867-0.048063i,-0.048933-0.023729i,0,-0.01494-0.00021769i
0.031654-0.78363i,0,0,0.26945+0.39596i,0,-0.084605+0.037166i,-0.017617-0.013704i,0,0.060453-0.028078i,-0.063498-0.87183i,0,0,-0.048004-0.18763i,0,-0.048145-0.013494i,-0.075409-0.029804i,0,0.018717-0.045542i,-0.16402-0.033094i,0,0,0.011832-0.51178i,0,0.078563-0.093663i,-0.088874+0.07112i,0,0.037245-0.041717i,0.10747+0.97774i,0,0,-0.24782-0.02454i,0,-0.037357-0.0018556i,-0.082029-0.031664i,0,0.019203+0.026976i
0.60348-0.49425i,0,0,0.45169-0.0036232i,0,0.023878-0.16493i,-0.015181-0.077585i,0,-0.04833+0.064981i,-0.65031+1.1505i,0,0,0.082363-0.24947i,0,0.065833+0.0066462i,0.051929+0.052535i,0,-0.0041946-0.091184i,-0.31615-0.098218i,0,0,-0.30281-0.49983i,0,-0.14799-0.062816i,0.052128-0.086461i,0,0.045059-0.021053i,0.54859-0.53561i,0,0,-0.25404+0.18355i,0,0.10289+0.12897i,0.10989-0.027729i,0,-0.10678+0.016591i
-0.13503+0.4966i,0,0,0.33166+0.32287i,0,0.020173-0.080032i,-0.01385+0.011433i,0,-0.0329+0.049025i,-0.42293-1.336i,0,0,0.13963-0.40124i,0,0.012257-0.13852i,-0.042036+0.0073362i,0,-0.071278+0.026446i,-0.57478+0.31143i,0,0,0.45673-0.063586i,0,0.060106-0.11389i,0.03547+0.010608i,0,-0.033536-0.025799i,0.15549-0.14508i,0,0,0.10484+0.25664i,0,0.052122+0.13097i,-0.059758-0.064522i,0,0.026022+0.017209i
-0.9331-0.85588i,0,0,0.11968+0.11463i,0,0.078969-0.073325i,0.0082628-0.060332i,0,-0.051784+0.033715i,-0.12339+1.1857i,0,0,0.43546-0.4549i,0,-0.065064+0.017747i,0.06379+0.081488i,0,0.03679+0.0015554i,-0.25117+0.23449i,0,0,-0.163+0.023952i,0,-0.064731-0.017583i,-0.02295+0.038627i,0,0.049849-0.022183i,1.1353+0.65956i,0,0,-0.17226+0.1828i,0,0.039356-0.11696i,0.0041057+0.034844i,0,-0.036854+0.0022502i
-0.82236-0.17381i,0,0,-0.027796+0.22308i,0,-0.10489+0.11248i,0.046862+0.014339i,0,-0.0040378-0.021082i,-0.75405+0.19895i,0,0,-0.20905+0.28916i,0,-0.062734-0.0058569i,-0.082687+0.042486i,0,0.0029854-0.020112i,0.19424+0.57507i,0,0,0.32368+0.027738i,0,-0.046514+0.012846i,0.075716-0.048334i,0,0.036448+0.00041805i,-0.13153-0.1054i,0,0,0.18897-0.027547i,0,-0.11516-0.029479i,0.026352-0.043967i,0,0.0098581-0.030522i
1.3649-0.51149i,0,0,-0.36521+0.0022699i,0,0.0043816+0.19013i,-0.021303-0.051647i,0,-0.029619-0.032487i,-0.89038-1.6466i,0,0,-0.071888+0.41273i,0,0.002751-0.0056778i,-0.00263-0.022503i,0,0.032274+0.0060503i,-0.61697-1.2299i,0,0,0.49969+0.13439i,0,-0.13198+0.13412i,0.017615-0.02001i,0,-0.01771-0.0075027i,0.88244-0.63909i,0,0,-0.15497+0.29966i,0,0.045499-0.08558i,-0.058566+0.084152i,0,0.055492-0.030949i
-0.61892+0.17872i,0,0,0.012167-0.11215i,0,0.10131+0.030303i,-0.046594+0.051616i,0,-0.056166+0.069419i,0.046566+0.60699i,0,0,-0.26506+0.049453i,0,-0.12776-0.10409i,0.088039-0.0047307i,0,0.0019874+0.0084014i,-0.35953-0.35318i,0,0,-0.37749+0.30794i,0,0.011287-0.16843i,0.038013-0.01517i,0,-0.01124+0.014472i,0.041412+0.080537i,0,0,0.16812+0.43024i,0,0.037285+0.07707i,0.1253-0.065898i,0,0.014942-0.029751i
-0.35632+0.58566i,0,0,0.08311+0.015174i,0,0.02358-0.084717i,0.10935-0.11886i,0,0.0070649+0.0021292i,0.28476-0.1123i,0,0,0.37853+0.18736i,0,0.042327-0.15302i,0.0077779-0.013551i,0,-0.027082-0.045967i,0.95887-0.87065i,0,0,-0.015808+0.014905i,0,-0.20142+0.022961i,0.07689-0.081794i,0,0.017033-0.012674i,0.81812+1.1427i,0,0,-0.27369-0.14372i,0,0.10068-0.039963i,-0.032848+0.022611i,0,0.030316+0.067175i
-0.35933+0.13895i,0,0,-0.18226-0.011127i,0,0.093213+0.0025515i,-0.1084+0.014864i,0,0.00063574-0.010106i,0.27334+0.59727i,0,0,-0.0052315+0.0137i,0,0.052702-0.0095598i,0.06419-0.038624i,0,-0.032414+0.042595i,1.2288+0.33129i,0,0,-0.097607-0.17186i,0,0.063779-0.089531i,-0.0034385-0.065132i,0,-0.010543-0.034505i,-0.029958+0.27319i,0,0,-0.024912+0.042001i,0,-0.079672+0.048682i,-0.051787+0.081623i,0,0.046986+0.0080872i
0.096024-0.46457i,0,0,0.076284-0.36062i,0,0.0069994-0.074993i,-0.13417+0.012898i,0,-0.015058+0.014556i,-0.30407-0.59228i,0,0,-0.057132+0.053754i,0,-0.030531+0.01411i,0.041707+0.049239i,0,0.010742+0.075902i,1.2503+0.15124i,0,0,-0.17768-0.071313i,0,-0.13606+0.045388i,0.024135-0.011177i,0,-0.022716+0.065866i,0.30233-0.11876i,0,0,-0.0032554-0.12254i,0,0.078655+0.11674i,0.032615+0.099706i,0,-0.031954+0.015606i
